@RELATION svm_clf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE class {pop,metal,disco,blues,reggae,classical,rock,hiphop,country,jazz}

@DATA
0.054272,0.024826,3.185169,0.123219,0.163755,0.413749,0.008190,0.083128,-23.956685,2.551760,-0.097258,-0.083994,-0.104223,0.103760,-0.025387,-0.029360,-0.023639,0.082203,0.048152,0.159475,-0.080902,-0.352292,-0.128109,0.052887,-0.122355,-0.005040,-0.007767,0.012266,-0.014896,0.028211,0.002504,0.022130,-0.027860,0.013926,-0.021927,0.004616,0.012908,-0.005087,-0.006643,-0.001538,-0.008996,0.011006,-0.010440,0.022003,0.005960,0.027444,0.007131,0.014624,0.022549,0.040011,0.002071,0.016282,0.019748,0.030362,0.008252,0.024547,0.016759,0.014664,0.112220,0.026937,0.031111,0.229141,0.004416,0.035648,0.982074,0.512462,0.443320,0.282596,0.321858,0.284628,0.237841,0.253916,0.227551,0.214273,0.213144,0.192929,0.198333,0.091304,0.100674,0.065355,0.066906,0.056359,0.047237,0.043489,0.041857,0.041280,0.042946,0.034419,0.039266,0.033988,0.032425,0.031754,0.029769,0.029868,0.029312,0.030803,0.026231,0.025296,0.023872,0.018626,0.006839,0.027484,0.006619,0.013352,0.020186,0.030553,0.003578,0.017687,0.014211,0.022162,0.008714,0.009388,country
0.042890,0.024538,3.174417,0.126261,0.194609,0.149647,0.006927,0.046564,-25.870551,3.591345,0.132973,-0.078519,-0.357835,-0.102911,-0.047844,0.065503,0.107624,0.136556,0.035278,0.015060,-0.015293,-0.399653,-0.011212,0.119241,-0.122455,0.045497,0.010325,-0.025581,0.009635,-0.001179,-0.027962,0.033111,-0.025744,-0.001488,0.011156,-0.004101,-0.000132,0.002245,-0.007634,0.018593,-0.014246,0.006887,0.008250,0.018661,0.037566,0.051166,0.007529,0.009501,0.030490,0.027397,0.000655,0.012462,0.023427,0.029935,0.009320,0.034005,0.011344,0.014039,0.122632,0.036144,0.033486,0.094098,0.006482,0.018597,0.960488,0.411214,0.322981,0.296150,0.278615,0.259152,0.239165,0.285366,0.227351,0.233667,0.234935,0.180659,0.166995,0.065153,0.066156,0.050714,0.049615,0.044953,0.040027,0.037539,0.043240,0.039224,0.040694,0.037272,0.038382,0.040896,0.032103,0.028639,0.028184,0.018953,0.017666,0.017908,0.018674,0.016608,0.015912,0.014966,0.030351,0.030899,0.008630,0.007769,0.019574,0.015703,0.000793,0.008794,0.019945,0.020536,0.010443,0.008483,country
0.095484,0.021858,3.229030,0.185654,0.201302,0.895335,0.004537,0.166476,-23.757154,1.675849,0.003415,-0.059243,-0.098576,0.229369,0.052865,0.121676,0.044290,0.024051,-0.100548,0.042082,0.007284,-0.171816,-0.090070,-0.000615,-0.067128,-0.057812,0.010779,-0.026854,-0.030244,-0.000016,-0.011085,0.002850,-0.005564,-0.009504,-0.000994,0.025579,-0.013320,0.032245,-0.008363,-0.005626,-0.015721,0.009761,-0.017277,0.012687,0.007291,0.039709,0.008595,0.023158,0.012388,0.045923,0.002357,0.004328,0.006054,0.044770,0.006703,0.029736,0.036543,0.012941,0.092235,0.041492,0.029379,0.359106,0.003047,0.092463,0.794386,0.406310,0.344259,0.365929,0.287165,0.257606,0.264883,0.242794,0.226031,0.221451,0.237745,0.222648,0.226038,0.097943,0.094756,0.079099,0.076756,0.047273,0.045800,0.044980,0.043618,0.039166,0.041692,0.034298,0.037708,0.037470,0.039280,0.035252,0.031821,0.027803,0.027325,0.025446,0.024242,0.026284,0.022441,0.012461,0.008698,0.034830,0.009325,0.017657,0.012196,0.047678,0.002934,0.004669,0.005155,0.030597,0.007423,0.015709,country
0.067732,0.013312,3.173560,0.169634,0.206567,0.553866,0.005351,0.095481,-26.163137,2.358756,0.406629,0.471707,0.280727,0.072708,0.014806,-0.022819,-0.045155,0.099450,0.039961,0.020836,0.085827,-0.236760,0.048041,-0.032287,-0.002051,-0.017976,-0.036771,0.004037,-0.016729,-0.002784,-0.004851,-0.010757,-0.005323,0.009109,-0.009789,0.007114,-0.000449,0.004595,0.009938,0.000992,0.003396,0.005234,-0.010545,0.012382,0.003073,0.025200,0.019571,0.038019,0.011275,0.087717,0.002149,0.006011,0.027614,0.042953,0.003207,0.041560,0.035576,0.008645,0.083294,0.047034,0.031917,0.332081,0.004314,0.074716,1.330031,0.439720,0.430599,0.294934,0.296524,0.270196,0.280859,0.278455,0.242596,0.227852,0.244948,0.271405,0.263070,0.075559,0.082913,0.048352,0.057404,0.039345,0.035739,0.039594,0.035451,0.037961,0.040332,0.030328,0.028023,0.029343,0.030680,0.034103,0.030514,0.031490,0.030463,0.024127,0.022175,0.021600,0.018626,0.012277,0.004549,0.019016,0.015480,0.022960,0.015965,0.041090,0.003723,0.006069,0.019160,0.023162,0.004405,0.012256,country
0.123766,0.016776,3.182438,0.220360,0.217226,1.131216,0.006345,0.203872,-24.851996,1.722638,0.141469,0.160201,0.086812,-0.017678,-0.060724,0.174671,0.185679,0.142911,0.069282,-0.079741,-0.071380,-0.068355,-0.036093,0.019322,-0.037972,-0.015244,-0.030017,-0.017458,-0.015465,-0.014852,-0.042585,0.030577,-0.019861,0.013162,0.009252,-0.018056,-0.003028,-0.006736,-0.016986,-0.002636,-0.007697,0.002627,-0.010770,0.012232,0.003680,0.023296,0.015009,0.017132,0.003516,0.026842,0.003122,0.008472,0.029760,0.033139,0.008691,0.021575,0.043001,0.011573,0.169614,0.047646,0.029365,0.377683,0.003890,0.089721,1.059750,0.468653,0.509204,0.438327,0.326697,0.300591,0.286798,0.283179,0.280547,0.290506,0.280778,0.240082,0.198649,0.103777,0.099875,0.070236,0.084687,0.055672,0.047993,0.049359,0.041514,0.046315,0.041975,0.037974,0.044571,0.040851,0.037657,0.038647,0.031394,0.031332,0.027577,0.026796,0.022988,0.022397,0.026001,0.012567,0.004389,0.020370,0.014233,0.016366,0.004676,0.024409,0.003864,0.011448,0.023740,0.030323,0.012143,0.008324,country
0.119429,0.017759,3.064677,0.233648,0.240223,1.099846,0.008581,0.205662,-24.730682,1.367430,0.111898,0.479532,0.209112,0.273210,-0.096136,-0.059707,-0.085393,0.139946,0.025052,0.045690,-0.091589,-0.125368,-0.071835,-0.065264,-0.011755,-0.015627,-0.012836,0.043884,-0.019541,0.004745,0.015139,-0.007285,-0.009426,0.010589,-0.002647,-0.000405,0.011778,0.003981,-0.011936,0.007192,-0.010381,0.009095,-0.002942,0.012121,0.003062,0.048073,0.006974,0.010575,0.013553,0.066792,0.004399,0.007380,0.016761,0.027489,0.002586,0.030904,0.059993,0.015443,0.262446,0.073326,0.039742,0.539356,0.006368,0.147392,1.159422,0.577409,0.418126,0.397976,0.311947,0.312183,0.287317,0.287373,0.278974,0.288360,0.266845,0.263239,0.222253,0.114258,0.108922,0.077208,0.076336,0.064578,0.055653,0.052541,0.047312,0.048265,0.045075,0.043306,0.043679,0.040277,0.036236,0.036669,0.033502,0.029977,0.031899,0.031095,0.029545,0.024782,0.024495,0.014762,0.003825,0.040588,0.010163,0.011313,0.017999,0.082561,0.007693,0.009618,0.017956,0.025332,0.003309,0.019985,country
0.104503,0.019925,3.109175,0.207917,0.230260,0.943069,0.005621,0.173823,-23.833124,1.794264,0.401962,0.188972,0.094117,0.095704,0.161847,-0.102285,-0.019383,0.005653,-0.077444,-0.175000,-0.068737,-0.203315,-0.056996,-0.038366,-0.089444,-0.021917,-0.062630,-0.004440,-0.052311,0.036124,0.017617,0.012785,0.014527,0.020253,0.019125,-0.005608,-0.010349,0.008610,-0.017402,0.002859,-0.002013,-0.001663,-0.004170,0.016721,0.006000,0.042106,0.013721,0.026717,0.007102,0.038711,0.005407,0.010309,0.015615,0.033927,0.003536,0.023218,0.039769,0.014002,0.189379,0.052321,0.030571,0.378579,0.003618,0.106863,1.050975,0.376212,0.488413,0.326921,0.321492,0.272514,0.252848,0.232522,0.231248,0.222921,0.197719,0.194802,0.183965,0.083854,0.094482,0.060343,0.069165,0.069543,0.045919,0.038966,0.043868,0.038381,0.037535,0.033687,0.036345,0.035674,0.026086,0.025540,0.024985,0.028281,0.023052,0.020879,0.020702,0.022303,0.018241,0.016016,0.006800,0.031561,0.013628,0.018197,0.007145,0.039981,0.006558,0.010596,0.014856,0.026368,0.003881,0.010334,country
0.084953,0.006131,3.166122,0.170295,0.194828,0.751956,0.005529,0.138624,-27.265676,2.160127,0.677313,0.338875,0.117576,0.180269,0.039782,-0.005654,-0.078925,-0.079318,0.017221,0.108806,-0.072347,-0.163048,0.043719,-0.038649,-0.050189,0.008808,-0.040145,0.019289,-0.030754,0.016931,-0.011531,0.004615,-0.003969,0.002034,-0.013084,0.010201,0.004353,0.005770,-0.010437,-0.000760,-0.009588,0.007934,-0.003976,0.036044,0.003903,0.038609,0.004603,0.017760,0.018331,0.074666,0.001174,0.004513,0.009446,0.027661,0.005020,0.032450,0.040410,0.004306,0.101641,0.047261,0.026973,0.384043,0.004255,0.094511,1.110360,0.496047,0.429548,0.322819,0.307680,0.263567,0.259007,0.235147,0.236506,0.229065,0.217375,0.224718,0.213850,0.084192,0.065256,0.042937,0.051748,0.038343,0.037949,0.031267,0.029857,0.029488,0.029655,0.029635,0.026357,0.026058,0.025859,0.026712,0.020706,0.019583,0.021320,0.020820,0.017709,0.019062,0.018740,0.025297,0.004176,0.026287,0.004468,0.015990,0.018629,0.034385,0.002151,0.005250,0.010163,0.017202,0.004674,0.009716,country
0.085047,0.012855,3.128772,0.186224,0.221444,0.703683,0.004938,0.133609,-24.844114,2.200833,0.451937,0.338558,-0.161864,0.262283,-0.050446,-0.042596,-0.031328,-0.088566,0.059316,0.107791,-0.074709,-0.255109,-0.025307,-0.045521,-0.076816,0.030205,-0.001689,0.011721,-0.037396,0.006203,0.002189,0.016591,0.004713,0.007341,-0.020108,0.013109,0.002250,0.007964,-0.016580,0.006170,-0.011706,0.011277,-0.004639,0.016343,0.003135,0.042269,0.017862,0.026027,0.014011,0.030698,0.002438,0.007976,0.020586,0.046105,0.008263,0.026207,0.039054,0.007022,0.117756,0.055573,0.034258,0.363243,0.002733,0.102374,0.920159,0.398293,0.454918,0.289562,0.302236,0.263656,0.231817,0.212850,0.220153,0.201143,0.208920,0.199400,0.174021,0.081858,0.084271,0.061203,0.055296,0.051815,0.037825,0.035114,0.037286,0.035377,0.028573,0.033202,0.026528,0.025985,0.026220,0.025543,0.024160,0.022781,0.021567,0.019545,0.019045,0.019701,0.018557,0.012825,0.003835,0.029298,0.014765,0.019316,0.011235,0.019871,0.003858,0.009472,0.014241,0.023069,0.008908,0.007542,country
0.121765,0.013516,3.124083,0.251585,0.261205,1.013687,0.005108,0.191649,-24.597143,1.717065,0.112119,0.486965,0.369344,0.222264,0.193284,-0.039775,-0.044388,0.011712,0.110347,0.016794,-0.013402,-0.149912,-0.030189,-0.030574,0.030601,-0.012685,-0.028977,0.037558,-0.030493,0.035623,0.000586,0.010360,-0.006792,0.021883,-0.019072,0.000337,-0.002494,0.004175,-0.005533,0.006895,0.004931,0.007172,-0.005550,0.016506,0.002969,0.037713,0.012900,0.026291,0.009249,0.049561,0.005209,0.005756,0.018354,0.031937,0.003280,0.025855,0.035345,0.009254,0.184476,0.051887,0.029844,0.360993,0.002967,0.111463,0.812216,0.410756,0.426344,0.339754,0.331913,0.262937,0.240224,0.241990,0.239062,0.254132,0.242577,0.225616,0.211411,0.069590,0.094556,0.054791,0.065514,0.048667,0.045817,0.044433,0.041282,0.039912,0.038101,0.036575,0.037945,0.034663,0.032400,0.031340,0.027185,0.027421,0.026522,0.027824,0.025487,0.024717,0.023625,0.017663,0.004508,0.035771,0.013523,0.021948,0.010399,0.039279,0.008081,0.007455,0.017616,0.024932,0.004154,0.010021,country
0.212628,0.021419,3.086351,0.334498,0.275166,1.807260,0.003858,0.438881,-24.048521,1.324611,0.784152,0.068759,0.316534,0.214196,0.086958,0.139204,-0.039243,0.087771,-0.002545,0.224855,0.088988,-0.008639,0.076996,-0.021801,-0.039935,-0.046227,-0.005419,0.019980,-0.008824,0.023227,-0.016629,-0.007086,-0.022726,0.010295,-0.014389,0.023690,-0.006197,0.002420,0.000919,0.005930,-0.015924,0.009581,0.000888,0.009393,0.004673,0.036902,0.004448,0.014320,0.009169,0.046947,0.004640,0.004508,0.012354,0.032898,0.002409,0.020730,0.065242,0.014057,0.255186,0.062562,0.030531,0.454264,0.001947,0.175928,0.950033,0.365325,0.467464,0.300707,0.292537,0.283826,0.258305,0.256585,0.254601,0.251057,0.231494,0.237432,0.233109,0.083648,0.095735,0.054138,0.073162,0.054169,0.052586,0.041808,0.043671,0.042752,0.038621,0.038589,0.037829,0.033787,0.032329,0.033889,0.028474,0.027798,0.028742,0.023805,0.024574,0.026330,0.023060,0.008442,0.005734,0.027081,0.005683,0.011025,0.010240,0.036217,0.005460,0.005748,0.013726,0.028811,0.002711,0.009544,country
0.106540,0.019553,3.144438,0.219332,0.231618,0.990456,0.005159,0.177952,-23.891022,1.778984,0.274284,0.183529,0.270835,0.078541,0.008344,0.116680,-0.156260,-0.040381,-0.164780,0.058019,-0.016220,-0.149486,-0.036502,0.006751,-0.047972,-0.017014,-0.078088,0.041396,-0.031493,0.029950,-0.025790,-0.001731,0.005127,0.004701,0.002356,0.025524,0.000638,-0.004270,0.002889,-0.010030,-0.021548,-0.001536,0.004931,0.029786,0.004846,0.032521,0.012271,0.016907,0.020927,0.038672,0.002301,0.004559,0.014204,0.027538,0.006562,0.022556,0.032447,0.013607,0.157856,0.041607,0.028185,0.338598,0.002568,0.089206,1.072123,0.463232,0.457541,0.311515,0.310788,0.303569,0.269904,0.243282,0.239600,0.206207,0.218162,0.225440,0.200096,0.076896,0.099985,0.064832,0.075177,0.055755,0.058439,0.039873,0.037872,0.043142,0.036888,0.036021,0.030824,0.030521,0.031886,0.027604,0.026204,0.023587,0.026415,0.026193,0.029910,0.024615,0.025295,0.030660,0.006240,0.024535,0.013681,0.014442,0.022046,0.029935,0.002704,0.004729,0.012629,0.024065,0.008763,0.008678,country
0.096025,0.024010,3.157579,0.234844,0.261213,0.811445,0.005377,0.166636,-23.999991,2.085457,0.741349,0.268986,0.203027,0.155474,0.245427,0.134089,0.016871,0.064933,-0.097419,-0.042196,-0.054653,-0.258395,0.083031,-0.067137,-0.055664,-0.031663,-0.034513,-0.010151,-0.020935,0.039668,-0.007707,0.005892,0.003530,0.001548,0.011145,0.007740,-0.009918,0.004282,-0.019477,-0.003833,-0.005760,-0.005069,0.008185,0.014164,0.005764,0.058326,0.006344,0.026707,0.005382,0.070745,0.002536,0.006171,0.017775,0.043969,0.002691,0.033058,0.049788,0.011073,0.116197,0.073706,0.041263,0.424867,0.003447,0.146205,0.775494,0.430759,0.351219,0.282699,0.285627,0.238023,0.229770,0.210226,0.207442,0.197569,0.215720,0.193858,0.190543,0.088622,0.081169,0.051594,0.057153,0.053322,0.042704,0.042937,0.039777,0.039714,0.035126,0.036921,0.034789,0.033326,0.033548,0.028347,0.026308,0.027328,0.024728,0.024209,0.021705,0.022230,0.020925,0.015027,0.006568,0.036385,0.006689,0.019366,0.004965,0.039474,0.003214,0.008546,0.012446,0.036916,0.003559,0.009495,country
0.087150,0.023532,3.117084,0.213541,0.245081,0.714932,0.005536,0.122864,-23.694201,2.256693,0.578466,0.453265,-0.098920,0.345179,0.112044,0.108177,-0.236128,-0.154374,-0.076105,-0.059653,0.063139,-0.239815,0.037588,-0.017430,-0.072728,0.060497,-0.034569,0.035556,-0.076923,0.033026,-0.051232,-0.013538,0.012161,0.016612,-0.008788,0.028160,-0.024075,0.012912,-0.001503,0.005314,-0.006466,0.007348,-0.006113,0.022165,0.004453,0.065728,0.018674,0.030199,0.012403,0.031794,0.001686,0.004099,0.025313,0.023148,0.002425,0.027259,0.033958,0.010551,0.152556,0.045450,0.027275,0.315493,0.003088,0.084537,0.782398,0.382550,0.386699,0.276788,0.257851,0.255848,0.260769,0.235636,0.212556,0.228351,0.224367,0.222099,0.230836,0.078601,0.069651,0.062403,0.050364,0.050144,0.048627,0.041590,0.043245,0.042186,0.036236,0.032971,0.036185,0.033563,0.032544,0.035058,0.029020,0.027934,0.025997,0.024522,0.023660,0.024501,0.022828,0.021367,0.005857,0.034878,0.020485,0.023905,0.012541,0.024158,0.001993,0.003986,0.021606,0.015325,0.002816,0.007670,country
0.134461,0.021375,3.162441,0.227584,0.224407,1.375423,0.004814,0.221479,-23.524581,1.146343,0.131283,0.475363,-0.039495,0.259433,-0.022042,0.133315,0.029694,0.067638,-0.027643,-0.047110,-0.119762,-0.074563,-0.124353,-0.067817,-0.042453,0.018076,-0.005735,0.020019,-0.030609,0.007757,-0.017908,0.017310,-0.000174,0.001474,0.017126,0.007157,0.001874,0.008757,-0.019931,0.001073,-0.004936,-0.000298,0.007792,0.018909,0.010304,0.039236,0.007885,0.009807,0.011719,0.032822,0.004289,0.004572,0.014236,0.026704,0.004897,0.019426,0.041928,0.014316,0.194064,0.049594,0.030431,0.415310,0.003243,0.099384,0.863286,0.410254,0.361805,0.306745,0.287453,0.284507,0.278730,0.223394,0.228793,0.206511,0.222449,0.222897,0.194435,0.091076,0.090056,0.072647,0.067781,0.052776,0.056583,0.048631,0.041416,0.042139,0.038859,0.037772,0.032464,0.031429,0.034550,0.030366,0.028662,0.030015,0.026326,0.025247,0.026039,0.021262,0.023535,0.016137,0.010541,0.027700,0.009402,0.009213,0.011119,0.035028,0.004852,0.005410,0.012884,0.024963,0.005878,0.010451,country
0.066689,0.018174,3.170183,0.160768,0.208433,0.672671,0.005003,0.111352,-24.671091,2.044722,0.045376,0.453992,-0.206096,0.154127,0.031217,0.009969,-0.086428,0.160686,0.127594,0.194159,-0.031300,-0.274100,-0.082259,-0.072573,-0.012842,-0.020319,0.030192,-0.035521,0.008980,0.000412,0.027931,-0.014033,0.004824,0.021765,-0.003329,0.010583,0.014234,-0.002807,-0.022711,0.005368,-0.020890,0.000907,0.002111,0.010696,0.005371,0.058836,0.008120,0.016994,0.010143,0.115599,0.003692,0.007471,0.013395,0.028918,0.004490,0.042208,0.024795,0.008261,0.140899,0.041532,0.033489,0.239944,0.003424,0.051270,0.859823,0.376293,0.377463,0.322234,0.275246,0.251073,0.210697,0.229233,0.195952,0.195994,0.210202,0.207677,0.210997,0.063094,0.076306,0.042052,0.060154,0.042601,0.041114,0.030670,0.032583,0.029886,0.032483,0.029786,0.027121,0.026639,0.027330,0.026526,0.027502,0.025620,0.025908,0.024980,0.022791,0.023625,0.019627,0.008708,0.005321,0.031545,0.006530,0.009280,0.010125,0.045243,0.006166,0.006975,0.010752,0.019474,0.004127,0.011564,country
0.133124,0.026281,3.210248,0.246492,0.238385,1.267709,0.005722,0.232263,-23.349581,0.998900,-0.070357,0.003997,0.039977,0.272214,-0.049884,-0.024186,-0.067139,0.062911,0.045612,-0.041291,-0.047196,-0.063482,-0.121568,-0.015827,-0.061267,-0.046123,0.014304,0.010143,-0.028115,-0.010868,0.005682,-0.018693,-0.001211,0.003934,-0.007473,-0.011123,-0.001455,0.014040,-0.000660,0.014701,-0.003668,-0.004156,0.015300,0.014726,0.004772,0.036584,0.012019,0.011571,0.008393,0.047807,0.011680,0.009007,0.008173,0.025888,0.006486,0.024112,0.054375,0.013552,0.115070,0.056184,0.027252,0.443101,0.003408,0.116283,0.868943,0.510837,0.485272,0.372179,0.319350,0.292439,0.275251,0.269126,0.324221,0.275111,0.296610,0.301401,0.264872,0.103516,0.112988,0.074536,0.082007,0.066020,0.060733,0.051799,0.053244,0.048754,0.043083,0.052929,0.038925,0.043721,0.043259,0.041256,0.040167,0.033674,0.035004,0.035132,0.030008,0.023478,0.025271,0.016741,0.007113,0.025120,0.016288,0.013944,0.011531,0.037873,0.016815,0.010147,0.009440,0.027043,0.009120,0.011290,country
0.116054,0.027996,3.201744,0.193510,0.182436,1.171377,0.005583,0.220953,-23.339833,1.586768,0.632736,-0.164111,0.235093,0.243404,0.054127,-0.091381,0.042259,0.052293,0.077222,0.020563,-0.152425,-0.128988,-0.008668,-0.007215,-0.146630,-0.048538,-0.050720,0.019740,-0.052281,0.043103,0.009885,0.037506,-0.008489,0.013748,-0.011174,-0.003023,0.007306,-0.003814,-0.012985,-0.004375,-0.011220,-0.005269,-0.009420,0.017848,0.008665,0.029120,0.006252,0.015166,0.009675,0.027330,0.003621,0.008628,0.022589,0.024716,0.005473,0.019335,0.039637,0.015064,0.095627,0.038190,0.021733,0.436341,0.002742,0.092838,1.001163,0.561863,0.477126,0.338565,0.323641,0.331609,0.292341,0.269472,0.231404,0.235643,0.229784,0.225982,0.210692,0.112347,0.091041,0.066796,0.088430,0.055939,0.058178,0.053974,0.055735,0.045864,0.052067,0.041995,0.043471,0.039123,0.038073,0.033478,0.032707,0.032247,0.036694,0.031011,0.028306,0.027924,0.024277,0.018962,0.010294,0.023912,0.006771,0.012860,0.010224,0.021297,0.005992,0.008672,0.017494,0.019582,0.006399,0.008787,country
0.094219,0.031421,3.229785,0.167209,0.176548,0.973440,0.006173,0.173829,-23.400144,1.674141,0.190541,0.421760,0.116137,0.046653,-0.063357,-0.033558,0.000857,0.036451,0.156008,0.156901,0.065474,-0.153545,-0.081311,-0.049913,-0.051277,-0.001501,-0.071132,-0.011784,-0.024733,-0.037074,-0.018662,0.007702,-0.041349,0.015882,-0.067446,0.017279,-0.030364,0.010299,-0.029359,0.004001,-0.003475,0.020595,-0.003332,0.012649,0.002376,0.053835,0.013933,0.030254,0.012890,0.020511,0.003037,0.008308,0.008248,0.033108,0.004760,0.026394,0.030986,0.018969,0.087700,0.027571,0.020841,0.359319,0.003923,0.076424,0.807950,0.507450,0.387371,0.357642,0.282328,0.271273,0.255179,0.241537,0.289385,0.275917,0.252955,0.255290,0.246974,0.120896,0.098717,0.071989,0.069665,0.062924,0.055402,0.049148,0.047799,0.052706,0.040355,0.048466,0.045456,0.044509,0.050232,0.041270,0.042125,0.038503,0.036245,0.032615,0.030823,0.030003,0.030049,0.013733,0.003757,0.046985,0.013202,0.022669,0.013944,0.014122,0.003819,0.010296,0.007341,0.023413,0.006256,0.011328,country
0.064013,0.032250,3.162865,0.175111,0.224889,0.503804,0.009114,0.087396,-24.022768,2.618761,0.243053,0.196923,0.045519,0.047160,0.096257,-0.165043,-0.280519,0.019564,-0.077702,-0.119958,0.044520,-0.318246,-0.021223,0.037912,-0.094829,0.014294,-0.061356,0.001980,-0.067991,0.029097,-0.000212,-0.038795,0.007283,0.023685,0.019184,0.006096,-0.003727,-0.000562,-0.016876,-0.001084,-0.007042,0.012994,-0.009748,0.015879,0.002933,0.040063,0.027234,0.026184,0.015198,0.042016,0.003026,0.011331,0.018448,0.032996,0.003464,0.028361,0.028692,0.020690,0.143745,0.040676,0.026611,0.288506,0.005360,0.068706,1.297588,0.494465,0.436811,0.325079,0.275189,0.292484,0.268630,0.237735,0.238527,0.231674,0.253112,0.217114,0.245104,0.098852,0.109175,0.062131,0.067303,0.060877,0.050385,0.043233,0.054145,0.045944,0.044357,0.040284,0.038220,0.040205,0.037417,0.041321,0.039762,0.040322,0.036794,0.033515,0.031668,0.030260,0.025258,0.016978,0.004508,0.033948,0.025016,0.024728,0.016861,0.036803,0.007591,0.014587,0.017533,0.027650,0.005642,0.011547,country
